user_id,item_id
198,2383
199,1007
199,8066
199,1180
199,1126
199,2377
199,2499
199,2145
199,785
199,1342
199,954
199,6446
199,1326
199,1403
199,8212
199,5685
199,545
199,8017
199,2813
199,8418
199,1844
210,8066
210,8327
210,275
210,42
210,1662
210,1837
210,8472
210,6378
210,450
210,5468
210,2499
210,259
210,8402
210,827
210,884
210,2192
210,6612
210,1180
210,7768
210,31
212,8324
212,5785
212,8341
212,8270
212,4690
212,261
212,6115
212,4578
212,673
212,1881
212,360
212,4190
212,6411
212,1538
212,3480
212,4142
212,39
212,1326
212,8017
212,3393
216,3903
216,8270
216,7868
216,1403
216,8212
216,1653
216,971
216,827
216,6248
216,8017
216,2071
216,2149
216,8327
216,5155
216,957
216,4558
216,1224
216,1733
216,8402
216,2041
221,8429
221,3766
221,4690
221,89
221,2703
221,918
221,735
221,333
221,7431
221,8324
221,1609
221,6398
221,482
221,1052
221,1069
221,5238
221,1881
221,1032
221,1403
221,1596
222,8270
222,3903
222,7868
222,4578
222,1224
222,8508
222,741
222,3120
222,1180
222,8324
222,482
222,252
222,2501
222,4456
222,7768
222,291
222,6248
222,1733
222,827
222,8205
224,2131
224,1247
224,8324
224,3072
224,1662
224,5785
224,735
224,1881
224,5806
224,1841
224,89
224,8419
224,2693
224,1117
224,8341
224,2839
224,6416
224,2317
224,3766
224,2047
225,576
225,7689
225,1151
225,982
225,1342
225,8270
225,4361
225,329
225,1180
225,1695
225,456
225,5889
225,2395
225,647
225,662
225,1867
225,8521
225,6612
225,2377
225,343
231,3903
231,7868
231,2505
231,8508
231,1362
231,239
231,1665
231,5889
231,784
231,4361
231,432
231,300
231,1040
231,756
231,1242
231,459
231,5445
231,1262
231,850
231,3720
238,8270
238,4359
238,759
238,6987
238,4356
238,8508
238,31
238,3214
238,2567
238,251
238,7603
238,603
238,4250
238,368
238,8363
238,2895
238,1733
238,8205
238,539
238,934
243,12
243,8017
243,8323
243,8462
243,4702
243,1539
243,677
243,744
243,2813
243,1463
243,8388
243,8402
243,1017
243,288
243,974
243,2567
243,2192
243,6612
243,1236
243,1403
249,1053
249,6561
249,1662
249,1880
249,691
249,2071
249,2317
249,3288
249,1867
249,827
249,8485
249,447
249,2395
249,3201
249,1375
249,8211
249,4185
249,7603
249,1841
249,4246
252,5785
252,8429
252,4690
252,853
252,735
252,324
252,8324
252,3815
252,3131
252,8017
252,7791
252,1881
252,1102
252,8323
252,8462
252,1043
252,261
252,8419
252,1052
252,2268
254,1028
254,2317
254,1524
254,1919
254,520
254,3214
254,8419
254,456
254,909
254,3992
254,1325
254,1121
254,8310
254,1083
254,1180
254,677
254,7652
254,8243
254,5785
254,983
262,8270
262,8212
262,1809
262,8323
262,3471
262,8462
262,4660
262,8388
262,971
262,5785
262,735
262,288
262,3768
262,2538
262,1043
262,1117
262,982
262,2602
262,1052
262,8341
263,627
263,1493
263,8017
263,8323
263,8388
263,2149
263,288
263,2195
263,1945
263,1735
263,8402
263,4361
263,1120
263,725
263,565
263,461
263,2672
263,1961
263,5445
263,697
266,3815
266,1919
266,3903
266,594
266,506
266,3252
266,2030
266,691
266,1072
266,4084
266,7868
266,5622
266,1180
266,7719
266,6248
266,4456
266,5468
266,2149
266,1030
266,784
268,6416
268,506
268,89
268,479
268,6378
268,1120
268,4388
268,983
268,2149
268,741
268,8426
268,1043
268,2041
268,1841
268,450
268,735
268,3766
268,8324
268,1224
268,4438
269,2131
269,1088
269,2450
269,5899
269,1339
269,7014
269,3766
269,983
269,479
269,3526
269,259
269,2041
269,2912
269,1629
269,827
269,6498
269,1247
269,1603
269,1120
269,1069
270,4690
270,8419
270,360
270,827
270,4361
270,1697
270,983
270,479
270,1032
270,7014
270,6612
270,3766
270,5889
270,647
270,2041
270,8472
270,8418
270,1841
270,3580
270,2692
271,1325
271,583
271,2317
271,1778
271,3764
271,5149
271,2030
271,7105
271,2189
271,3133
271,983
271,499
271,479
271,785
271,5914
271,8452
271,7603
271,434
271,3775
271,8278
274,4141
274,6233
274,1662
274,1525
274,333
274,6378
274,4060
274,884
274,1180
274,7768
274,1080
274,2254
274,827
274,1841
274,8270
274,2839
274,8213
274,450
274,506
274,1881
275,2071
275,4690
275,5149
275,89
275,8323
275,8462
275,8388
275,6102
275,4578
275,288
275,1180
275,6987
275,291
275,974
275,8419
275,5793
275,3903
275,594
275,1881
275,8363
278,324
278,1053
278,784
278,1841
278,990
278,1180
278,827
278,1662
278,1342
278,6182
278,2505
278,8522
278,1945
278,662
278,884
278,6987
278,6612
278,3203
278,432
278,191
281,1120
281,2071
281,2149
281,3766
281,983
281,1653
281,2041
281,4185
281,761
281,4991
281,4558
281,1841
281,647
281,6378
281,3820
281,7014
281,5889
281,4246
281,1069
281,479
286,8324
286,735
286,691
286,8278
286,5785
286,8341
286,673
286,1236
286,261
286,2195
286,1325
286,583
286,2317
286,1778
286,3764
286,2030
286,5149
286,7105
286,2189
286,3133
293,3903
293,1841
293,827
293,8508
293,7868
293,8327
293,479
293,2071
293,2839
293,1653
293,5888
293,735
293,1867
293,1697
293,4185
293,4558
293,3058
293,4496
293,884
293,5881
294,5108
294,4359
294,759
294,1121
294,1028
294,1413
294,4496
294,3058
294,432
294,1662
294,6378
294,1224
294,756
294,1180
294,784
294,884
294,450
294,5445
294,7695
294,7768
296,1180
296,8429
296,8017
296,4690
296,3766
296,8462
296,2041
296,735
296,5785
296,957
296,5889
296,1024
296,8388
296,6102
296,479
296,288
296,2145
296,8324
296,333
296,5238
324,8270
324,3764
324,2189
324,4359
324,759
324,3815
324,2020
324,8379
324,4388
324,333
324,8017
324,1841
324,479
324,1254
324,8323
324,89
324,8462
324,368
324,461
324,1697
336,1662
336,1117
336,5622
336,8324
336,3214
336,251
336,2813
336,7768
336,1012
336,1180
336,677
336,4550
336,1236
336,827
336,1609
336,735
336,1697
336,6612
336,447
336,1053
342,1709
342,1710
342,1326
342,751
342,4860
342,478
342,1339
342,3526
342,259
342,8507
342,1629
342,8311
342,1594
342,492
342,2514
342,3366
342,961
342,1227
342,1643
342,1159
345,5149
345,3903
345,594
345,703
345,8508
345,4361
345,1339
345,5889
345,2383
345,8319
345,2427
345,8447
345,8066
345,1007
345,3526
345,1372
345,250
345,259
345,1629
345,656
354,3471
354,8429
354,8017
354,4700
354,8323
354,8462
354,3072
354,2145
354,8402
354,5889
354,288
354,1289
354,333
354,1881
354,2030
354,7791
354,2909
354,5785
354,506
354,918
357,3766
357,1053
357,735
357,8398
357,8324
357,1069
357,5785
357,827
357,3214
357,8017
357,261
357,2317
357,251
357,1236
357,7768
357,8323
357,8462
357,7603
357,1325
357,3288
360,1180
360,6102
360,785
360,735
360,1619
360,4359
360,759
360,4246
360,3815
360,6378
360,7719
360,2037
360,8324
360,5785
360,8341
360,1665
360,1662
360,1609
360,974
360,8379
370,1180
370,8398
370,4456
370,2505
370,1894
370,4361
370,7768
370,1126
370,5889
370,2145
370,3214
370,562
370,760
370,273
370,954
370,251
370,6446
370,328
370,300
370,545
374,759
374,8017
374,8462
374,8323
374,741
374,7791
374,8388
374,2281
374,1224
374,333
374,252
374,888
374,1619
374,1635
374,5889
374,291
374,482
374,576
374,1375
374,3767
380,3903
380,2041
380,8508
380,1069
380,7868
380,1017
380,974
380,12
380,785
380,93
380,4141
380,1123
380,2598
380,191
380,1365
380,479
380,1325
380,650
380,22
380,761
381,7689
381,8324
381,5785
381,532
381,7791
381,3625
381,8341
381,8278
381,4578
381,1416
381,4660
381,8205
381,261
381,1709
381,2092
381,1028
381,1010
381,3624
381,39
381,8431
382,8323
382,6378
382,8429
382,1493
382,8017
382,2145
382,4141
382,5622
382,333
382,506
382,8402
382,8388
382,7791
382,244
382,6233
382,1525
382,8213
382,288
382,2195
382,8327
386,1052
386,8017
386,2703
386,8323
386,8462
386,8270
386,3764
386,2189
386,4660
386,4578
386,1560
386,3381
386,1117
386,999
386,888
386,8324
386,725
386,5889
386,1060
386,8379
397,4578
397,1180
397,999
397,3072
397,4456
397,4330
397,2505
397,1596
397,7603
397,735
397,8324
397,1043
397,1242
397,4361
397,5785
397,8341
397,885
397,5889
397,2089
397,1236
400,1919
400,1489
400,8324
400,2333
400,205
400,3684
400,735
400,492
400,691
400,1539
400,677
400,8278
400,3121
400,5335
400,5785
400,8341
400,744
400,673
400,1236
400,2524
411,5785
411,735
411,8341
411,3764
411,2189
411,1052
411,1236
411,261
411,675
411,1881
411,2145
411,6259
411,89
411,3381
411,999
411,2172
411,1224
411,8017
411,1240
411,658
417,1115
417,4141
417,5622
417,830
417,7164
417,3203
417,7603
417,8243
417,1123
417,5889
417,4361
417,1180
417,785
417,90
417,8295
417,7300
417,6612
417,1242
417,1489
417,577
418,8324
418,4690
418,5785
418,3471
418,8341
418,4578
418,261
418,673
418,1102
418,1236
418,8419
418,2602
418,3072
418,333
418,1881
418,7791
418,2037
418,8213
418,8017
418,1596
429,4690
429,479
429,1882
429,8419
429,2557
429,909
429,8017
429,3766
429,89
429,5889
429,251
429,2041
429,8323
429,983
429,1844
429,8462
429,6212
429,784
429,8521
429,2662
430,3072
430,520
430,2030
430,6378
430,1596
430,3393
430,409
430,8017
430,8472
430,1662
430,735
430,8323
430,8462
430,8324
430,827
430,2505
430,3018
430,2917
430,1841
430,1236
431,735
431,5785
431,8341
431,3471
431,8017
431,261
431,8323
431,8462
431,1236
431,1180
431,2602
431,5622
431,8402
431,288
431,89
431,741
431,482
431,827
431,140
431,1538
432,1710
432,8323
432,8462
432,8429
432,8398
432,1028
432,4690
432,8388
432,288
432,1180
432,8278
432,2310
432,8324
432,735
432,1342
432,1596
432,5628
432,5453
432,8521
432,401
434,990
434,785
434,1403
434,8212
434,8017
434,2813
434,1844
434,8402
434,8462
434,93
434,8323
434,6115
434,971
434,760
434,1697
434,8521
434,725
434,2611
434,1358
434,6925
440,4690
440,3815
440,1180
440,5785
440,1053
440,1662
440,4920
440,779
440,700
440,8017
440,3254
440,393
440,706
440,1416
440,5238
440,3624
440,7996
440,3052
440,3471
440,882
442,4690
442,8270
442,8017
442,466
442,8323
442,8462
442,8419
442,1017
442,8388
442,918
442,3766
442,2041
442,288
442,4558
442,983
442,1697
442,5889
442,523
442,7603
442,884
445,8429
445,8243
445,2145
445,3768
445,5793
445,4558
445,918
445,7719
445,983
445,506
445,957
445,3393
445,7791
445,3766
445,244
445,8327
445,5889
445,2427
445,4438
445,333
448,1325
448,583
448,2317
448,1778
448,3764
448,5149
448,2030
448,7105
448,2189
448,3133
448,983
448,499
448,479
448,785
448,5914
448,8452
448,7603
448,434
448,3775
448,8278
451,3471
451,785
451,7996
451,2560
451,1496
451,3072
451,1881
451,1596
451,830
451,7164
451,8293
451,1238
451,1719
451,1961
451,3734
451,1123
451,3627
451,4700
451,1365
451,1867
455,288
455,8324
455,6115
455,735
455,8017
455,5793
455,5622
455,1881
455,8341
455,5785
455,89
455,1867
455,1120
455,1002
455,8323
455,5374
455,8462
455,8270
455,3767
455,261
458,8017
458,8323
458,8462
458,8388
458,1052
458,677
458,288
458,1539
458,4361
458,4118
458,744
458,307
458,4991
458,4246
458,2703
458,562
458,1730
458,1837
458,5889
458,1180
463,5785
463,8341
463,3766
463,261
463,1043
463,1236
463,333
463,8270
463,1069
463,673
463,1318
463,89
463,8521
463,2350
463,1494
463,1254
463,1180
463,5889
463,1056
463,6440
470,735
470,2383
470,1043
470,8341
470,5785
470,3815
470,261
470,4022
470,1467
470,7791
470,401
470,3624
470,999
470,8278
470,673
470,333
470,1028
470,4170
470,1224
470,5622
472,8270
472,3766
472,6102
472,827
472,6378
472,1028
472,2268
472,1069
472,1560
472,2037
472,1325
472,7768
472,1180
472,5390
472,8234
472,974
472,703
472,2839
472,90
472,5445
474,8270
474,3903
474,594
474,2037
474,957
474,1053
474,447
474,3268
474,7868
474,815
474,7650
474,2813
474,1180
474,506
474,3383
474,334
474,3328
474,679
474,8472
474,2644
475,2703
475,3815
475,5785
475,735
475,1560
475,8017
475,1043
475,5149
475,4690
475,450
475,7791
475,658
475,371
475,3766
475,8462
475,4369
475,5238
475,8341
475,482
475,3381
477,3131
477,333
477,3381
477,8419
477,4550
477,89
477,1117
477,2041
477,33
477,7914
477,3766
477,5785
477,6378
477,1662
477,735
477,784
477,983
477,6248
477,703
477,482
482,3903
482,8508
482,8270
482,3764
482,2189
482,1052
482,3815
482,838
482,764
482,4578
482,562
482,1881
482,741
482,48
482,482
482,466
482,5610
482,8419
482,5912
482,2317
483,4486
483,7431
483,691
483,1880
483,1224
483,1867
483,5881
483,990
483,329
483,8426
483,562
483,334
483,3328
483,8472
483,8402
483,2644
483,1342
483,6612
483,4031
483,1273
485,1380
485,8419
485,6378
485,89
485,8017
485,8323
485,8462
485,662
485,741
485,2020
485,3518
485,3120
485,735
485,5238
485,8472
485,360
485,1053
485,300
485,8383
485,1489
502,1180
502,6378
502,2071
502,1881
502,7719
502,2037
502,5622
502,1665
502,4388
502,3203
502,815
502,2839
502,8521
502,3214
502,450
502,2211
502,735
502,1558
502,4700
502,3244
505,7431
505,59
505,8243
505,662
505,8363
505,2427
505,785
505,974
505,506
505,4991
505,4246
505,6378
505,2383
505,1342
505,1242
505,2495
505,8447
505,1180
505,1126
505,2145
506,4690
506,360
506,3471
506,59
506,8419
506,2602
506,8324
506,3903
506,594
506,8066
506,3252
506,5889
506,3815
506,700
506,3536
506,98
506,3244
506,2036
506,8379
506,8519
533,8398
533,7603
533,1894
533,703
533,6612
533,2320
533,2759
533,8472
533,1278
533,7080
533,8371
533,1695
533,456
533,4166
533,4267
533,434
533,3518
533,5506
533,422
533,551
540,3131
540,1841
540,1180
540,2281
540,5622
540,827
540,1083
540,1662
540,6987
540,2839
540,3203
540,8327
540,2505
540,1052
540,1697
540,8243
540,100
540,3285
540,756
540,115
542,288
542,3625
542,8324
542,5785
542,8341
542,3471
542,8017
542,7364
542,261
542,1043
542,2851
542,1941
542,5690
542,1236
542,8323
542,8462
542,8398
542,2560
542,1052
542,884
544,3766
544,2071
544,4690
544,5785
544,3471
544,3214
544,1069
544,8324
544,735
544,1102
544,5889
544,8419
544,2602
544,1881
544,8341
544,8522
544,3815
544,89
544,2037
544,4456
550,1403
550,1115
550,8278
550,971
550,8017
550,4141
550,982
550,1028
550,5889
550,3214
550,909
550,8419
550,8323
550,8462
550,8324
550,498
550,8426
550,2047
550,658
550,662
565,1797
565,5881
565,7603
565,4361
565,990
565,5889
565,6612
565,662
565,4031
565,1403
565,22
565,8212
565,8205
565,8017
565,7868
565,244
565,7650
565,1540
565,827
565,8402
579,8270
579,2030
579,1052
579,1539
579,677
579,744
579,5519
579,2703
579,8066
579,1007
579,307
579,1730
579,1906
579,31
579,39
579,6416
579,6267
579,2839
579,366
579,1150
582,1115
582,4141
582,3393
582,1844
582,93
582,8472
582,3628
582,3051
582,662
582,2662
582,1342
582,2317
582,1081
582,4566
582,4195
582,2644
582,1682
582,6612
582,647
582,1032
586,2067
586,6102
586,1117
586,3815
586,1596
586,8379
586,4700
586,8017
586,735
586,1254
586,8323
586,8462
586,8324
586,1236
586,4361
586,4118
586,2693
586,778
586,329
586,1043
587,1102
587,918
587,4934
587,748
587,1749
587,662
587,8521
587,1456
587,1083
587,1959
587,8491
587,3278
587,2499
587,1017
587,3886
587,1605
587,8263
587,785
587,1325
587,5685
589,8419
589,2030
589,957
589,3536
589,7603
589,360
589,4702
589,479
589,22
589,93
589,974
589,8017
589,650
589,5519
589,983
589,2383
589,8447
589,6378
589,2427
589,2310
594,4690
594,6378
594,4275
594,8017
594,1394
594,479
594,8324
594,2268
594,884
594,8323
594,8462
594,2707
594,6987
594,3767
594,2839
594,8388
594,288
594,5374
594,3393
594,5390
605,8452
605,59
605,6398
605,3903
605,594
605,5442
605,8419
605,1117
605,8386
605,705
605,957
605,6357
605,1793
605,2282
605,785
605,1120
605,8363
605,3886
605,2071
605,1669
612,4690
612,5785
612,8341
612,8324
612,261
612,1236
612,89
612,1180
612,1043
612,4456
612,3393
612,673
612,741
612,8017
612,8323
612,8462
612,2505
612,7603
612,482
612,703
613,735
613,8324
613,3471
613,5785
613,8341
613,261
613,2602
613,336
613,5238
613,202
613,691
613,8278
613,5889
613,6416
613,525
613,565
613,8472
613,2317
613,662
613,432
615,4190
615,6411
615,6949
615,6378
615,830
615,7164
615,3214
615,251
615,3766
615,1841
615,2041
615,4275
615,1224
615,8066
615,983
615,5889
615,974
615,2317
615,90
615,485
625,2505
625,735
625,2317
625,2037
625,1665
625,703
625,5889
625,6233
625,5785
625,8341
625,8324
625,3766
625,983
625,1052
625,261
625,2041
625,696
625,8235
625,4141
625,7603
626,8270
626,3815
626,2555
626,8472
626,8324
626,2839
626,1087
626,3766
626,741
626,1456
626,89
626,6378
626,3214
626,2041
626,2813
626,983
626,1236
626,1198
626,4558
626,8205
629,5108
629,5453
629,8419
629,8324
629,3815
629,3536
629,8379
629,827
629,882
629,3393
629,6612
629,7603
629,360
629,662
629,735
629,447
629,1254
629,1053
629,691
629,2813
630,8429
630,7791
630,3903
630,594
630,5149
630,4690
630,918
630,4578
630,466
630,6102
630,1662
630,1102
630,1881
630,5238
630,5806
630,1318
630,8419
630,7914
630,8386
630,1685
631,1180
631,741
631,482
631,691
631,291
631,8398
631,8419
631,59
631,8324
631,1880
631,8243
631,1665
631,735
631,3131
631,1087
631,93
631,360
631,673
631,1072
631,3393
641,2614
641,8270
641,785
641,1238
641,1719
641,3734
641,2909
641,1325
641,333
641,3675
641,1525
641,461
641,7364
641,753
641,2598
641,5445
641,1032
641,1365
641,3627
641,4250
645,2703
645,1560
645,532
645,1662
645,735
645,5785
645,8341
645,1043
645,918
645,3815
645,1041
645,261
645,5374
645,870
645,1236
645,2037
645,3767
645,8379
645,8363
645,5540
647,656
647,8278
647,5563
647,3797
647,4190
647,6411
647,205
647,1416
647,1245
647,2926
647,8324
647,3480
647,2501
647,1208
647,3624
647,849
647,3919
647,3684
647,3030
647,1017
648,4690
648,5108
648,735
648,1403
648,8324
648,5785
648,971
648,1278
648,261
648,466
648,1236
648,3254
648,982
648,673
648,3352
648,1882
648,784
648,983
648,3766
648,2041
652,8323
652,8462
652,288
652,8402
652,8270
652,8324
652,735
652,89
652,5785
652,8341
652,6416
652,6378
652,261
652,1841
652,1180
652,140
652,974
652,1697
652,482
652,2839
656,4318
656,4920
656,864
656,6639
656,4566
656,6959
656,2037
656,3214
656,909
656,1342
656,1697
656,2427
656,1867
656,1217
656,1841
656,468
656,5889
656,815
656,8398
656,8384
660,2041
660,1069
660,827
660,617
660,2470
660,1180
660,100
660,1325
660,5881
660,983
660,479
660,2505
660,3120
660,311
660,2684
660,662
660,4246
660,4991
660,2232
660,1242
665,2041
665,1069
665,2149
665,8327
665,2823
665,974
665,1867
665,827
665,4361
665,329
665,1180
665,1325
665,1120
665,785
665,1342
665,5445
665,416
665,557
665,343
665,1260
673,4690
673,6102
673,1115
673,4141
673,2281
673,12
673,1086
673,974
673,1697
673,479
673,3766
673,1841
673,1017
673,2041
673,2813
673,1463
673,4246
673,1044
673,4768
673,6378
674,333
674,6104
674,6398
674,1403
674,8212
674,3072
674,1594
674,2926
674,918
674,1596
674,6248
674,971
674,1525
674,1709
674,1154
674,5086
674,3252
674,2450
674,696
674,1052
682,5785
682,8462
682,8341
682,8323
682,261
682,1236
682,288
682,1662
682,658
682,2317
682,741
682,6378
682,1224
682,2310
682,89
682,43
682,167
682,653
682,8419
682,3214
687,8270
687,466
687,1052
687,3214
687,909
687,468
687,167
687,562
687,1224
687,1012
687,4550
687,2540
687,575
687,2567
687,2395
687,1017
687,4361
687,1463
687,3201
687,8426
690,8017
690,8324
690,8323
690,8462
690,324
690,8270
690,5785
690,8341
690,741
690,261
690,933
690,1236
690,4578
690,1028
690,352
690,8398
690,2375
690,8505
690,2317
690,1117
697,8462
697,1710
697,8388
697,5785
697,288
697,8324
697,2067
697,4690
697,8270
697,8341
697,3764
697,1024
697,4578
697,1180
697,2189
697,1236
697,759
697,261
697,6398
697,6378
698,4690
698,3254
698,706
698,8419
698,8386
698,3660
698,3352
698,918
698,8320
698,5622
698,2030
698,1525
698,1709
698,7603
698,5568
698,1594
698,5155
698,360
698,5716
698,1710
702,5622
702,8324
702,8367
702,5690
702,3393
